,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
adherents,0.0,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,2.7017828854894447e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.9099687272287785e-05,0.0,0.0
construction,0.0,7.711671469526653e-06,0.0,0.0,7.319153990584234e-06,0.0,0.0,0.0,1.0288305752165997e-05,0.0,0.0,1.710436941950988e-05,0.0,0.0,1.375012899146794e-05,0.0,9.990349773157302e-06,0.0,0.0,3.2237603380888e-05
reintroduced,0.0,1.0183293363262897e-05,4.411901335169139e-05,0.0,9.664972444889495e-06,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,0.0,0.0,0.0,9.078708079162776e-06,0.0,0.0,0.0,0.0,0.0
firearms,0.0,7.711671469526653e-06,3.341073701709484e-05,0.0,0.0,0.0,0.0,0.0,5.144219697148111e-06,1.8956367106743123e-05,1.7623490952123536e-05,0.0,0.0,0.0,1.375012899146794e-05,0.0,9.990349773157302e-06,0.0,0.0,0.0
eaten,0.0,7.711671469526653e-06,0.0,0.0,0.0,2.2259426976641382e-05,0.0,0.0,1.0288305752165997e-05,0.0,0.0,8.552369398256004e-06,0.0,2.2130062326712137e-05,0.0,1.3298548140410977e-05,0.0,0.0,0.0,1.0746450978820823e-05
year,0.0,3.1643992311326623e-06,1.3709726995794853e-05,0.0,1.5015560067089298e-05,0.0,2.2196611761536617e-05,1.1093002522227744e-05,2.3216595571215537e-05,1.5556327224967966e-05,0.0,3.509370342752032e-06,0.0,9.080826703820173e-06,5.642213595394101e-06,1.0913458290115283e-05,8.198652598746312e-06,0.0,0.0,1.3228344562544403e-05
interaction,0.0,3.7523684220129125e-06,4.876306528831306e-05,2.5119981311764057e-05,7.122620523363509e-06,1.0831059285825403e-05,0.0,6.57528775779553e-05,1.7520264356918993e-05,0.0,8.575291516981302e-06,4.161437762256645e-06,0.0,0.0,1.3380694108797051e-05,6.470847765997953e-06,0.0,0.0,6.967327462678137e-06,0.0
supervised,0.0,7.711671469526653e-06,0.0,0.0,7.319153990584234e-06,0.0,0.0,0.0,1.543225817204124e-05,6.3189906808271015e-06,0.0,0.0,0.0,0.0,6.875183850326363e-06,1.3298548140410977e-05,4.995237893325461e-06,0.0,0.0,0.0
womans,0.0,7.711671469526653e-06,0.0,0.0,0.0,0.0,0.0,2.703375421799441e-05,5.144219697148111e-06,6.3189906808271015e-06,0.0,8.552369398256004e-06,0.0,0.0,0.0,0.0,4.995237893325461e-06,0.0,0.0,1.0746450978820823e-05
awash,0.0,1.0183293363262897e-05,0.0,0.0,9.664972444889495e-06,0.0,2.381233388179923e-05,3.569818177551079e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.078708079162776e-06,0.0,0.0,0.0,0.0,0.0
maximum,0.0,1.5423042611082456e-05,0.0,0.0,1.4638037447512223e-05,0.0,0.0,0.0,5.144219697148111e-06,0.0,0.0,8.552369398256004e-06,0.0,0.0,0.0,1.3298548140410977e-05,4.995237893325461e-06,0.0,0.0,2.1492318751380336e-05
corrective,0.0,1.182243747932007e-05,5.122058831000145e-05,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,0.0,0.0,0.0,0.0
sidelined,0.0,1.182243747932007e-05,0.0,0.0,1.122068552805056e-05,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.657988014859722e-06,0.0,0.0,0.0
determination,0.0,1.0183293363262897e-05,0.0,0.0,9.664972444889495e-06,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,0.0,0.0,0.0,1.815710094188165e-05,1.7560786601765285e-05,0.0,0.0,0.0,0.0
vegetarian,0.0,1.3935661785275808e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.403163436776324e-05,0.0,0.0,0.0,0.0
alcohol,0.0,2.0365397035371525e-05,2.2059506675845696e-05,0.0001703396540707669,0.0,0.0,0.0,0.0,1.3585396422403025e-05,0.0,0.0,5.6467191890617975e-06,0.0,0.0,1.8156470552652877e-05,0.0,6.596148639350186e-06,2.1146084316908887e-05,1.890746492618209e-05,3.5472979733083285e-05
recognition,0.0,5.0916466816314486e-06,2.2059506675845696e-05,0.0,0.0,0.0,0.0,1.7849090887755395e-05,3.396481457239131e-06,0.0,2.32708555267828e-05,0.0,0.0,1.4611418400713752e-05,9.078550470940825e-06,8.780393300882643e-06,3.2981159200070803e-06,0.0,9.454074271351686e-06,0.0
linked,0.0,6.73079079768862e-06,2.916108163415575e-05,4.505883219234431e-05,0.0,1.9428154693601842e-05,0.0,0.0,8.979691880564034e-06,1.6545225219183972e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.3079286334221248e-05,2.7953602955378895e-05,0.0,0.0
hunt,0.0,2.787078085175934e-05,0.0,0.0,1.3226348525113494e-05,0.0,0.0,0.0,0.0,0.0,3.1847182592665185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bay,0.0,2.6200247878952043e-06,0.0,0.0,2.4866677681394862e-06,5.292032246880128e-05,1.2252630296649602e-05,7.34422195843193e-05,8.738237176714681e-06,5.579621756318059e-05,0.0,4.0667686821151116e-05,3.2617244982139565e-05,0.0,1.6349105751809276e-05,2.2587740351822948e-05,5.428667869042742e-05,0.0,4.864812993977621e-06,1.8253443730978376e-05
assistance,0.0,2.0365397035371525e-05,2.2059506675845696e-05,0.0,9.66479382449591e-06,0.0,2.381124967955388e-05,0.0,2.3773517373957198e-05,0.0,0.0,0.0,0.0,0.0,3.1772168886888754e-05,8.780393300882643e-06,3.2981159200070803e-06,0.0,9.454074271351686e-06,7.095365989312126e-06
bans,0.0,1.6914084160951518e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
increasing,0.0,7.5045907095336445e-06,0.0,0.0,7.122620523363509e-06,3.248952577592881e-05,3.5092948038848335e-05,0.0,1.501756449896539e-05,2.7668890567474956e-05,0.0,1.6644672715758402e-05,0.0,0.0,6.690579341984796e-06,6.470847765997953e-06,1.2152376663751687e-05,3.116535294052344e-05,0.0,2.091445990207088e-05
guns,0.0,5.865592727968652e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.825412641278801e-06,4.325120165478865e-05,0.0,3.9026014036663015e-05,0.0,1.6832399197242168e-05,1.5687505004583135e-05,3.034308293943411e-05,1.899624028607513e-05,0.0,0.0,8.173883568812367e-06
positively,0.0,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,4.144430560047727e-05,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,0.0,0.0,0.0,0.0
payers,0.0,1.3461319467413095e-05,0.0,0.0,0.0,0.0,4.72129902935608e-05,0.0,1.7958917210956817e-05,5.515251070181008e-06,0.0,7.464556739960373e-06,0.0,0.0,1.2001190928389571e-05,0.0,1.3079286334221248e-05,0.0,1.2497606390451562e-05,0.0
smarter,0.0,1.7687685780646495e-05,0.0,0.0,8.393862302668747e-06,0.0,0.0,3.1003256759176665e-05,5.8995714324478695e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6421401734029825e-05,1.2324406601452229e-05
adversaries,0.0,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.687377444914686e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.657988014859722e-06,0.0,2.1951680661803248e-05,0.0
panic,0.0,8.844015103644362e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,7.246839967425782e-06,0.0,0.0,0.0,0.0,0.0,1.5251241066880598e-05,5.728713878624123e-06,0.0,1.6421401734029825e-05,0.0
canceling,0.0,5.865592727968652e-06,0.0,0.0,0.0,0.0,0.0,2.056220791787607e-05,3.91275714556823e-06,0.0,1.3404645254752044e-05,6.505037973614715e-06,3.6515430330533325e-05,0.0,1.0458518226520846e-05,0.0,3.799439742388524e-06,0.0,1.0891122806256398e-05,0.0
saturated,0.0,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,0.0,0.0,2.1951680661803248e-05,1.647492963409209e-05
guardian,0.0,1.6914084160951518e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.865377439273639e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surgeon,0.0,2.0366190142225693e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,0.0,0.0,0.0,9.078708079162776e-06,0.0,6.596231840014161e-06,4.2292168633817774e-05,0.0,0.0
intend,0.0,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,7.657988014859722e-06,0.0,0.0,1.647492963409209e-05
twoparent,0.0,1.6914084160951518e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
daughters,0.0,1.3935661785275808e-05,0.0,9.329136274561375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7876105226717225e-05,0.0,0.0
mockery,0.0,7.711671469526653e-06,0.0,0.0,0.0,2.2259426976641382e-05,0.0,0.0,1.0288305752165997e-05,6.3189906808271015e-06,0.0,0.0,0.0,0.0,6.875183850326363e-06,0.0,9.990349773157302e-06,0.0,1.4318887265329305e-05,0.0
ceremonyreception,0.0,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.687377444914686e-06,2.7017828854894447e-05,0.0,0.0,0.0,1.0540053677144466e-05,0.0,0.0,0.0,0.0,0.0
homosexual,0.0,1.3935661785275808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2424055826073643e-05,0.0,9.026829798631203e-06,0.0,0.0,0.0
desires,0.0,8.844015103644362e-06,3.831660412022371e-05,5.920567202868891e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0211237054823247e-05,0.0,0.0,2.5379531044006802e-05,0.0,0.0,0.0,3.6730020909808345e-05,0.0,0.0
utilize,0.0,2.3644414538525945e-05,0.0,0.0,2.2440956312390935e-05,3.412498636602141e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,0.0,0.0,0.0,0.0
tricked,0.0,1.0183293363262897e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,0.0,6.33946740912551e-05,0.0,9.078708079162776e-06,0.0,6.596231840014161e-06,0.0,0.0,0.0
bedrock,0.0,7.711671469526653e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.144219697148111e-06,6.3189906808271015e-06,3.5245413489662336e-05,8.552369398256004e-06,0.0,0.0,0.0,0.0,4.995237893325461e-06,0.0,0.0,1.0746450978820823e-05
marketing,0.0,1.3935661785275808e-05,0.0,0.0,2.6452208172355327e-05,0.0,3.258676927564136e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meals,0.0,2.6531012057782047e-05,7.662674403052722e-05,0.0,0.0,0.0,0.0,0.0,1.179898959941719e-05,0.0,0.0,9.808156951318443e-06,5.5057183874944965e-05,0.0,1.5769129812925625e-05,0.0,0.0,0.0,0.0,0.0
smaller,0.0,2.1132243059557394e-06,0.0,0.0,1.0027573698390024e-05,1.2198786896016457e-05,1.4823167387622126e-05,7.408042046454795e-06,2.8192977188531526e-06,6.9260240557279545e-06,4.82935373777074e-06,4.687099202577021e-06,0.0,6.064286553949117e-06,1.8840021489291768e-06,7.288140223839826e-06,8.212532766537869e-06,1.7551416580324444e-05,0.0,5.889526097712903e-06
camp,0.0,4.39152732121746e-06,0.0,0.0,0.0,5.069531444224704e-05,2.0537118943725708e-05,7.695288038304039e-05,5.858830472513503e-06,4.677082102808206e-05,0.0,4.869329058217379e-05,2.733884150836441e-05,0.0,1.1745122790552303e-05,0.0,4.266166720666908e-05,0.0,0.0,1.2239124211394141e-05
hours,0.0,2.3461000383984648e-05,2.5412619930445974e-05,0.0,2.226692174234727e-05,0.0,1.3715941146989545e-05,0.0,7.825412641278801e-06,0.0,0.0,1.9514271087025498e-05,3.6515430330533325e-05,0.0,0.0,2.0229401193659222e-05,0.0,0.0,0.0,1.6347323543726995e-05
restriction,0.0,1.6914084160951518e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cracking,0.0,6.73079079768862e-06,0.0,4.505883219234431e-05,0.0,0.0,3.147675992577997e-05,0.0,4.4899042620883764e-06,5.515251070181008e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.3598720948526405e-06,2.7953602955378895e-05,1.2497606390451562e-05,0.0
fr,0.0,8.844015103644362e-06,0.0,0.0,0.0,0.0,2.0680602334741744e-05,0.0,5.8995714324478695e-06,0.0,0.0,0.0,0.0,0.0,7.884701786492255e-06,1.5251241066880598e-05,1.145728324055751e-05,0.0,0.0,0.0
mastectomy,0.0,1.0183293363262897e-05,4.411901335169139e-05,6.81713814338497e-05,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,0.0,0.0,0.0,9.078708079162776e-06,0.0,0.0,0.0,0.0,0.0
bully,0.0,5.23994753996961e-06,0.0,0.0,0.0,7.562595304221818e-06,6.126594099019492e-06,9.18466333023902e-06,6.99068054122597e-06,4.293660102164785e-06,0.0,1.1621847909672004e-05,4.891993898118302e-05,7.518643925998386e-06,7.007246134948076e-06,4.5181548395283355e-06,1.1878954819400439e-05,0.0,4.864812993977621e-06,3.651084989508697e-06
jail,0.0,5.0916466816314486e-06,0.0,0.0,4.8324862224447475e-06,0.0,1.1906166940899615e-05,0.0,6.792874676991542e-06,2.9202088990687404e-05,0.0,2.258541354917658e-05,0.0,0.0,1.3617589304964328e-05,2.63394109895083e-05,1.9787447594031167e-05,0.0,0.0,7.095365989312126e-06
alchohol,0.0,1.3935661785275808e-05,0.0,9.329136274561375e-05,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parenthood,0.0,1.3461319467413095e-05,0.0,0.0,6.388199305605811e-06,0.0,0.0,0.0,4.4899042620883764e-06,5.515251070181008e-06,0.0,7.464556739960373e-06,0.0,1.931524449005768e-05,6.000699637563077e-06,1.1607048588597551e-05,0.0,0.0,0.0,0.0
destructive,0.0,4.39152732121746e-06,0.0,0.0,4.1680023383855825e-06,0.0,2.0537118943725708e-05,0.0,8.788131555967383e-06,1.799107323303237e-05,0.0,1.9479839600815275e-05,0.0,0.0,3.915176863590445e-06,1.5145607980966925e-05,8.533624800593002e-06,3.647389688890806e-05,0.0,6.1197281634862645e-06
reducing,0.0,3.1643992311326623e-06,0.0,0.0,1.5015560067089298e-05,1.826679343300823e-05,2.2196611761536617e-05,0.0,1.6885454659617763e-05,1.8148758884422445e-05,7.231604904221395e-06,1.754533614707668e-05,0.0,9.080826703820173e-06,2.8211557735360615e-06,0.0,1.2297668685166322e-05,1.3142045616655468e-05,0.0,2.2046044592667275e-05
outlaw,0.0,2.2005730842582965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reasonable,0.0,8.782883616154235e-06,1.9026246775731696e-05,0.0,0.0,1.2675965529502225e-05,0.0,0.0,2.929453288517436e-06,3.5984442966777546e-06,0.0,9.740340458588628e-06,0.0,0.0,3.915176863590445e-06,7.573058282100956e-06,2.844613359270348e-06,0.0,8.154105745247228e-06,6.1197281634862645e-06
outsiders,0.0,5.865592727968652e-06,0.0,0.0,0.0,1.693079555046853e-05,1.3715941146989545e-05,0.0,3.91275714556823e-06,0.0,1.3404645254752044e-05,0.0,3.6515430330533325e-05,0.0,0.0,0.0,3.799439742388524e-06,0.0,1.0891122806256398e-05,8.173883568812367e-06
greatly,0.0,7.711671469526653e-06,0.0,0.0,7.319153990584234e-06,0.0,0.0,2.703375421799441e-05,1.0288305752165997e-05,0.0,0.0,0.0,0.0,0.0,6.875183850326363e-06,0.0,4.995237893325461e-06,0.0,2.8636739143414977e-05,0.0
list,0.0,1.0183293363262897e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,8.344252749467355e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.596231840014161e-06,0.0,1.890814854270337e-05,0.0
prolonging,0.0,1.0183293363262897e-05,0.0,0.0,9.664972444889495e-06,0.0,0.0,0.0,0.0,8.344252749467355e-06,0.0,0.0,0.0,0.0,0.0,1.7560786601765285e-05,6.596231840014161e-06,0.0,0.0,0.0
dramatic,0.0,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7017828854894447e-05,0.0,0.0,3.3926662890771436e-05,0.0,0.0,0.0,0.0,0.0,1.647492963409209e-05
perceived,0.0,2.0191586029551194e-05,0.0,4.505883219234431e-05,0.0,0.0,0.0,2.3595214712721866e-05,1.7958917210956817e-05,0.0,0.0,1.4928791085568673e-05,0.0,0.0,1.2001190928389571e-05,0.0,4.3598720948526405e-06,0.0,0.0,2.8137163912265985e-05
bit,0.0,5.865592727968652e-06,0.0,0.0,0.0,3.3859688015916695e-05,0.0,2.056220791787607e-05,3.91275714556823e-06,4.806302489936878e-06,0.0,6.505037973614715e-06,0.0,0.0,5.2293498958400435e-06,0.0,3.799439742388524e-06,0.0,0.0,8.173883568812367e-06
items,0.0,1.5423042611082456e-05,0.0,0.0,7.319153990584234e-06,0.0,1.8032761039919105e-05,0.0,2.0576076963628993e-05,0.0,0.0,0.0,0.0,0.0,6.875183850326363e-06,0.0,4.995237893325461e-06,0.0,0.0,1.0746450978820823e-05
charged,0.0,5.0916466816314486e-06,0.0,0.0,9.66479382449591e-06,1.4696831672419566e-05,0.0,0.0,0.0,4.1721263747336775e-06,0.0,1.1293194496211015e-05,3.169733704562755e-05,0.0,9.078550470940825e-06,8.780393300882643e-06,9.894098162226967e-06,0.0,0.0,7.095365989312126e-06
payment,0.0,7.711671469526653e-06,0.0,0.0,7.319153990584234e-06,0.0,1.8032761039919105e-05,0.0,5.144219697148111e-06,6.3189906808271015e-06,0.0,0.0,0.0,0.0,6.875183850326363e-06,1.3298548140410977e-05,0.0,0.0,0.0,0.0
hostile,0.0,1.7687685780646495e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44934486760968e-05,0.0,0.0,5.5057183874944965e-05,0.0,7.884701786492255e-06,0.0,0.0,0.0,1.6421401734029825e-05,1.2324406601452229e-05
pose,0.0,1.0183095071112846e-05,0.0,0.0,4.8324862224447475e-06,1.4696831672419566e-05,0.0,0.0,3.396481457239131e-06,1.668770669581038e-05,0.0,5.6467191890617975e-06,0.0,0.0,0.0,8.780393300882643e-06,1.3191964492834765e-05,2.1146084316908887e-05,0.0,7.095365989312126e-06
nuns,0.0,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7017828854894447e-05,1.3111275929022171e-05,0.0,3.3926662890771436e-05,0.0,0.0,0.0,0.0,0.0,0.0
earn,0.0,2.2148206992219794e-05,0.0,0.0,2.102100719262364e-05,0.0,4.438716135948687e-05,2.218449074472321e-05,1.6885454659617763e-05,5.185773351766732e-06,0.0,3.509370342752032e-06,0.0,2.7239435975462174e-05,8.463173472339651e-06,1.0913458290115283e-05,1.2297668685166322e-05,0.0,5.875597272541037e-06,4.409687491118287e-06
trauma,0.0,7.711671469526653e-06,0.0,0.0,7.319153990584234e-06,0.0,0.0,0.0,2.0576076963628993e-05,0.0,0.0,8.552369398256004e-06,4.8007936339450354e-05,0.0,2.06248354399124e-05,0.0,4.995237893325461e-06,0.0,0.0,0.0
eunough,0.0,8.844015103644362e-06,0.0,0.0,8.393862302668747e-06,2.552789095824497e-05,0.0,0.0,0.0,7.246839967425782e-06,0.0,0.0,0.0,0.0,7.884701786492255e-06,0.0,5.728713878624123e-06,0.0,0.0,0.0
copyrights,0.0,1.6914084160951518e-05,0.0,0.0,1.6053171750495306e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produced,0.0,5.865592727968652e-06,0.0,0.0,1.1133872383327905e-05,1.693079555046853e-05,1.3715941146989545e-05,0.0,3.91275714556823e-06,4.806302489936878e-06,0.0,0.0,0.0,0.0,0.0,1.0115040244280999e-05,3.799439742388524e-06,0.0,0.0,1.6347323543726995e-05
fires,0.0,8.844015103644362e-06,0.0,0.0,8.393862302668747e-06,0.0,0.0,0.0,5.8995714324478695e-06,0.0,0.0,0.0,5.5057183874944965e-05,0.0,0.0,0.0,5.728713878624123e-06,0.0,0.0,1.2324406601452229e-05
aims,0.0,1.0183293363262897e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.3585749353983083e-05,1.668823921990703e-05,0.0,0.0,0.0,0.0,9.078708079162776e-06,0.0,1.3192297278700371e-05,0.0,0.0,0.0
tax,0.0,1.2656857545306354e-05,0.0,0.0,9.009669030782368e-06,1.826679343300823e-05,7.396513651240555e-05,0.0,2.3216595571215537e-05,1.5556327224967966e-05,0.0,2.105394877195247e-05,0.0,2.7239435975462174e-05,1.410479941876834e-05,2.1825450899571338e-05,8.198652598746312e-06,0.0,2.349984017764256e-05,2.2046044592667275e-05
recession,0.0,1.0183293363262897e-05,0.0,0.0,2.8993845638598864e-05,0.0,7.143049682680916e-05,0.0,6.792962914478262e-06,1.668823921990703e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pregnancy,0.0,7.711671469526653e-06,0.0,0.0,0.0,2.2259426976641382e-05,0.0,0.0,1.0288305752165997e-05,0.0,1.7623490952123536e-05,0.0,0.0,0.0,6.875183850326363e-06,1.3298548140410977e-05,4.995237893325461e-06,0.0,0.0,0.0
rampant,0.0,5.0916466816314486e-06,0.0,0.0,0.0,1.4696831672419566e-05,0.0,1.7849090887755395e-05,6.792874676991542e-06,4.1721263747336775e-06,0.0,1.1293194496211015e-05,0.0,0.0,4.539354039581388e-06,1.7560196937634486e-05,3.2981159200070803e-06,2.1146084316908887e-05,0.0,0.0
unbearable,0.0,1.3935661785275808e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.403163436776324e-05,0.0,0.0,0.0,0.0
ineligible,0.0,8.844015103644362e-06,0.0,0.0,8.393862302668747e-06,0.0,0.0,0.0,5.8995714324478695e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.5251241066880598e-05,5.728713878624123e-06,0.0,1.6421401734029825e-05,0.0
capped,0.0,1.182243747932007e-05,0.0,0.0,2.2440956312390935e-05,0.0,5.528800960533386e-05,4.144430560047727e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scale,0.0,5.0916466816314486e-06,0.0,0.0,4.8324862224447475e-06,0.0,0.0,0.0,1.0189179663870797e-05,1.2515979714156649e-05,1.1635945537841943e-05,0.0,0.0,0.0,4.539354039581388e-06,8.780393300882643e-06,3.2981159200070803e-06,4.228874887406859e-05,9.454074271351686e-06,0.0
ridicule,0.0,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,0.0,0.0,2.1951680661803248e-05,0.0
legislatures,0.0,8.844015103644362e-06,0.0,0.0,0.0,0.0,2.0680602334741744e-05,0.0,5.8995714324478695e-06,7.246839967425782e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.728713878624123e-06,0.0,0.0,1.2324406601452229e-05
emboldens,0.0,1.0183293363262897e-05,0.0,0.0,0.0,0.0,0.0,3.569818177551079e-05,0.0,0.0,0.0,1.1293438378123595e-05,6.33946740912551e-05,2.9222836801427503e-05,0.0,0.0,0.0,0.0,0.0,0.0
eliminated,0.0,4.39152732121746e-06,0.0,0.0,0.0,1.2675965529502225e-05,0.0,0.0,5.858830472513503e-06,2.1588943441182935e-05,0.0,9.740340458588628e-06,2.733884150836441e-05,0.0,3.915176863590445e-06,1.5145607980966925e-05,2.2754897789063466e-05,0.0,8.154105745247228e-06,6.1197281634862645e-06
vehicles,0.0,5.865592727968652e-06,0.0,0.0,0.0,0.0,1.3715941146989545e-05,0.0,0.0,9.612451602741953e-06,0.0,6.505037973614715e-06,0.0,1.6832399197242168e-05,0.0,0.0,3.799439742388524e-06,2.4360354547328895e-05,1.0891122806256398e-05,2.4520319972821783e-05
aggravation,0.0,1.0183293363262897e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,8.344252749467355e-06,0.0,1.1293438378123595e-05,6.33946740912551e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appreciated,0.0,1.3935661785275808e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,1.2424055826073643e-05,0.0,0.0,0.0,0.0,0.0
vastly,0.0,1.0183293363262897e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.344252749467355e-06,0.0,0.0,0.0,2.9222836801427503e-05,0.0,0.0,6.596231840014161e-06,0.0,0.0,1.4190731978624252e-05
driving,0.0,4.226366313233395e-06,9.155522486067955e-06,2.828999223884312e-05,1.8048298603600255e-05,0.0,9.882561521706211e-06,0.0,1.1276312057200694e-05,1.2119961988413152e-05,0.0,9.373793559628762e-06,1.315558350121591e-05,6.064286553949117e-06,5.651810211338722e-06,7.288140223839826e-06,2.7376490361474484e-06,8.77641795442944e-06,0.0,1.4722616800387992e-05
pedestrians,0.0,1.3935661785275808e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
captivity,0.0,8.844015103644362e-06,3.831660412022371e-05,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,0.0,0.0,0.0,0.0,0.0,7.884701786492255e-06,0.0,5.728713878624123e-06,7.345410181459204e-05,0.0,0.0
knowledgeable,0.0,1.182243747932007e-05,0.0,0.0,1.122068552805056e-05,0.0,2.764526352249394e-05,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contracts,0.0,1.0183293363262897e-05,0.0,0.0,0.0,0.0,2.381233388179923e-05,3.569818177551079e-05,6.792962914478262e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.596231840014161e-06,0.0,0.0,0.0
guy,0.0,1.182243747932007e-05,0.0,0.0,1.122068552805056e-05,0.0,0.0,0.0,0.0,9.687377444914686e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.657988014859722e-06,0.0,0.0,0.0
bars,0.0,6.73079079768862e-06,2.916108163415575e-05,0.0,0.0,0.0,0.0,0.0,4.4899042620883764e-06,5.515251070181008e-06,0.0,7.464556739960373e-06,0.0,0.0,0.0,1.1607048588597551e-05,4.3598720948526405e-06,0.0,0.0,9.379563644779963e-06
